store_id,item_id,date,algorithm,point_forecast,q05,q10,q25,q50,q75,q90,q95
STORE_01,ITEM_001,2025-01-01,Weighted Snaive,34.08042895442359,24.029572628053916,26.25061496228477,29.961879319450315,34.08536346206452,38.20884760467872,41.92011196184427,44.14115429607512
STORE_01,ITEM_001,2025-01-02,Weighted Snaive,29.27703306523681,15.18504148895065,18.298657327998267,23.50137287613083,29.281967572877747,35.062562269624664,40.26527781775722,43.378893656804834
STORE_01,ITEM_001,2025-01-03,Weighted Snaive,30.277033065236814,20.506777390802633,22.66584290617866,26.273546716459776,30.28196757287775,34.290388429295724,37.89809223957684,40.05715775495287
STORE_01,ITEM_001,2025-01-04,Weighted Snaive,30.31724754244861,26.044689215792673,26.989467485962134,28.568150550874847,30.322182050089545,32.07621354930424,33.65489661421695,34.59967488438642
STORE_01,ITEM_001,2025-01-05,Weighted Snaive,28.44950848972297,24.347824635217158,25.25486152405228,26.770480395555616,28.454442997363905,30.138405599172195,31.65402447067553,32.56106135951065
STORE_01,ITEM_001,2025-01-06,Weighted Snaive,36.12421805183199,23.1000665942827,25.977826482360943,30.786437077711888,36.12915255947292,41.471868041233954,46.2804786365849,49.15823852466313
STORE_01,ITEM_001,2025-01-07,Weighted Snaive,32.771224307417334,19.41408484483255,22.365392449662565,27.2968980549487,32.77615881505827,38.255419575167835,43.18692518045397,46.138232785283975
STORE_01,ITEM_001,2025-01-08,Weighted Snaive,30.79535299374441,19.11786339048741,21.69818342150728,26.00978505719631,30.800287501385345,35.59078994557438,39.90239158126341,42.482711612283275
STORE_01,ITEM_001,2025-01-09,Weighted Snaive,30.94369973190349,16.355180356406798,19.578465268764806,24.96443302987294,30.948634239544425,36.932835449215915,42.31880321032405,45.542088122682046
STORE_01,ITEM_001,2025-01-10,Weighted Snaive,28.413762287756924,19.954408812962225,21.823932776659575,24.947825349260885,28.41869679539786,31.889568241534835,35.013460814136145,36.88298477783349
STORE_01,ITEM_001,2025-01-11,Weighted Snaive,23.903485254691688,14.289615856120605,16.414140026622007,19.964126764109842,23.908419762332624,27.852712760555406,31.40269949804324,33.527223668544636
STORE_01,ITEM_001,2025-01-12,Weighted Snaive,34.132260947274354,21.821698460711062,24.541846546797593,29.08709473163283,34.137195454915286,39.18729617819774,43.73254436303298,46.4526924491195
STORE_01,ITEM_001,2025-01-13,Weighted Snaive,33.90348525469169,21.937949245478244,24.581890653713764,28.999800821201227,33.90841976233262,38.817038703464014,43.23494887095148,45.87889027918699
STORE_01,ITEM_001,2025-01-14,Weighted Snaive,41.89544235924933,30.747668561109556,33.21098921856476,37.327090030956064,41.90037686689026,46.47366370282446,50.58976451521576,53.05308517267096
STORE_01,ITEM_001,2025-01-15,Weighted Snaive,32.25290437890974,20.865344744645803,23.381627372170975,27.586225314390287,32.25783888655067,36.92945245871106,41.13405040093037,43.650333028455535
STORE_01,ITEM_001,2025-01-16,Weighted Snaive,39.51385165326184,31.330213888075797,33.138839979754756,36.16097487832804,39.51878616090277,42.8765974434775,45.898732342050785,47.70735843372974
STORE_01,ITEM_001,2025-01-17,Weighted Snaive,32.64253798033959,20.403778711586902,23.108067479483168,27.626815438986647,32.64747248798052,37.6681295369744,42.18687749647788,44.891166264374135
STORE_01,ITEM_001,2025-01-18,Weighted Snaive,33.088471849865954,29.35076380933441,30.17740864300279,31.55869591517489,33.093406357506886,34.62811679983888,36.00940407201099,36.83604890567936
STORE_01,ITEM_001,2025-01-19,Weighted Snaive,32.93565683646112,23.198651050591025,25.350372597568317,28.94580495865716,32.94059134410205,36.93537772954694,40.53081009063579,42.682531637613074
STORE_01,ITEM_001,2025-01-20,Weighted Snaive,39.87131367292225,34.86824356147981,35.97437140886778,37.822662542814506,39.87624818056318,41.929833818311856,43.77812495225858,44.884252799646546
STORE_01,ITEM_001,2025-01-21,Weighted Snaive,34.31724754244862,20.502234512682165,23.5546735544347,28.655165356631592,34.32218205008955,39.98919874354751,45.0896905457444,48.14212958749694
STORE_01,ITEM_001,2025-01-22,Weighted Snaive,46.6988382484361,40.718299810278296,42.040323012874126,44.24936581927286,46.70377275607703,49.1581796928812,51.36722249927993,52.68924570187576
STORE_01,ITEM_001,2025-01-23,Weighted Snaive,34.32529043789098,17.859521810577398,21.497438463890738,27.576237684283015,34.33022494553191,41.084212206780805,47.16301142717308,50.800928080486415
STORE_01,ITEM_001,2025-01-24,Weighted Snaive,35.60232350312779,29.91751940350889,31.174223180072197,33.27412008955179,35.607258010768724,37.940395931985655,40.04029284146525,41.29699661802856
STORE_01,ITEM_001,2025-01-25,Weighted Snaive,34.911528150134046,28.1192131096281,29.62053500981171,32.12917807838834,34.91646265777498,37.703747237161615,40.212390305738246,41.71371220592186
STORE_01,ITEM_001,2025-01-26,Weighted Snaive,46.25290437890974,40.58578380663759,41.83858178767432,43.93195228408166,46.25783888655067,48.583725489019685,50.67709598542702,51.92989396646375
STORE_01,ITEM_001,2025-01-27,Weighted Snaive,43.546023235031285,30.04810300906506,33.03050513848065,38.01396833098558,43.55095774267222,49.08794715435886,54.071410346863786,57.05381247627937
STORE_01,ITEM_001,2025-01-28,Weighted Snaive,46.41376228775692,28.341189574804844,32.33400421236701,39.005822403660034,46.41869679539785,53.831571187135665,60.503389378428686,64.49620401599086
STORE_01,ITEM_001,2025-01-29,Weighted Snaive,35.7792672028597,23.840777484235588,26.47874512497988,30.886673388913994,35.78420171050063,40.68173003208727,45.08965829602138,47.727625936765676
STORE_01,ITEM_001,2025-01-30,Weighted Snaive,37.64253798033959,25.952971162266124,28.535958711518,32.852017653213295,37.64747248798052,42.44292732274775,46.758986264443045,49.34197381369491
STORE_01,ITEM_001,2025-01-31,Weighted Snaive,34.60232350312779,22.474750533941265,25.154481364784214,29.632194088233526,34.607258010768724,39.58232193330392,44.06003465675323,46.73976548759618
STORE_01,ITEM_001,2025-02-01,Weighted Snaive,39.87131367292225,33.41361803997111,34.84103189231419,37.22617785350531,39.87624818056318,42.52631850762105,44.91146446881217,46.33887832115525
STORE_01,ITEM_001,2025-02-02,Weighted Snaive,36.88739946380697,21.40817587317582,24.82819238046722,30.542890010858763,36.892333971447904,43.241777932037046,48.95647556242859,52.37649206971998
STORE_01,ITEM_001,2025-02-03,Weighted Snaive,44.55406613047364,36.79039274755179,38.50626047867266,41.37340022381608,44.559000638114576,47.744601052413074,50.61174079755649,52.32760852867736
STORE_01,ITEM_001,2025-02-04,Weighted Snaive,35.49776586237712,19.347541327927583,22.915763135739844,28.87810532512471,35.502700370018054,42.1272954149114,48.089637604296264,51.65785941210852
STORE_01,ITEM_001,2025-02-05,Weighted Snaive,30.9597855227882,22.263678857790914,24.185494965078373,27.396765416828906,30.964720030429135,34.53267464402936,37.7439450957799,39.66576120306735
STORE_01,ITEM_001,2025-02-06,Weighted Snaive,40.37354781054513,20.78429996054292,25.112105623899943,32.343679131353255,40.378482318186066,48.41328550501888,55.64485901247219,59.97266467582921
STORE_01,ITEM_001,2025-02-07,Weighted Snaive,42.0,31.04613348853643,33.46662546153182,37.51116142004787,42.00493450764093,46.498707595233995,50.543243553750045,52.96373552674543
STORE_01,ITEM_001,2025-02-08,Weighted Snaive,35.943699731903486,28.66021485974267,30.27002240838596,32.9599402389008,35.94863423954442,38.93732824018804,41.627246070702874,43.23705361934616
STORE_01,ITEM_001,2025-02-09,Weighted Snaive,44.85522788203754,41.217076989695656,42.021732439887934,43.36627641641314,44.86016238967847,46.3540483629438,47.69859233946901,48.50324778966129
STORE_01,ITEM_001,2025-02-10,Weighted Snaive,46.48972296693476,30.834215710066232,34.29316833804765,40.07292651892762,46.49465747457569,52.916388430223755,58.69614661110373,62.15509923908514
STORE_01,ITEM_001,2025-02-11,Weighted Snaive,46.024128686327074,25.938259722723963,30.375755069924637,37.7906152296509,46.02906319396801,54.26751115828511,61.68237131801138,66.11986666521204
STORE_01,ITEM_001,2025-02-12,Weighted Snaive,39.309204647006254,28.93251562921691,31.22552527198324,35.057043846248774,39.31413915464719,43.5712344630456,47.40275303731113,49.69576268007746
STORE_01,ITEM_001,2025-02-13,Weighted Snaive,38.26899016979446,34.117381033907925,35.03544501800838,36.56948968220851,38.273924677435396,39.97835967266228,41.51240433686241,42.430468320962866
STORE_01,ITEM_001,2025-02-14,Weighted Snaive,41.96782841823056,29.688752820030224,32.40194633504604,36.93557373655072,41.97276292587149,47.00995211519226,51.543579516696944,54.25677303171276
STORE_01,ITEM_001,2025-02-15,Weighted Snaive,42.268990169794456,36.08901578889911,37.45508880111201,39.737736907982615,42.27392467743539,44.81011244688816,47.092760553758765,48.458833565971666
STORE_01,ITEM_001,2025-02-16,Weighted Snaive,37.79892761394102,28.05517451993034,30.208386358150726,33.8063089305638,37.80386212158195,41.8014153126001,45.399337885013175,47.552549723233554
